"code","label","subcategory","feedback","criticality","organization","question","row_index"
"tc","Transition/coordination","Consistency/Continuity of care","Always seeing different people, continuity would be good.
One nurse turned up having not read my notes so she wasn't as helpful as could have been.
One doctor had no understanding of some of my problems & couldn't get his head round them. ","-4","Trust A","Trust A - Q1",201
"xn","Couldn't be improved","Nothing was good/bad","There was nothing that could be done better. It was perfect.","3","Trust A","Trust A - Q1",202
"xn","Couldn't be improved","Nothing was good/bad","Nothing","3","Trust A","Trust A - Q1",203
"xn","Couldn't be improved","Nothing was good/bad","Nothing until Covid19 improves","3","Trust A","Trust A - Q1",204
"xn","Couldn't be improved","Nothing was good/bad","Nothing at all","3","Trust A","Trust A - Q1",205
"sa","Staff","Attitude Of Staff","Some of the nursing staff/Healthcare assts could be more friendly/approachable. Some, not all, don't acknowledge you in a generic way - eg with a smile or 'hello.
Life in hospital can be very boring. Staff shortages mean structured day activities can be cancelled at short notice & there is too much time wasted hanging around waiting to see if they run or not.
Treatments could commence at a faster rate.
Patients could do with more opportunities to be active to stop them becoming chronically overweight. ","-3","Trust A","Trust A - Q1",206
"cr","Care received","Rules/approach to care","Maybe look at reducing patient's stay in hosptial","-2","Trust A","Trust A - Q1",207
"xn","Couldn't be improved","Nothing was good/bad","Nothing - excelllant service","3","Trust A","Trust A - Q1",208
"ct","Care received","Therapies","Nothing - due to present situation <covid>. Hopefully group sessions when things get better","-1","Trust A","Trust A - Q1",209
"xn","Couldn't be improved","Nothing was good/bad","Happy with service","3","Trust A","Trust A - Q1",210
"eq","Environment/ facilities","Facilities/equipment","Making sure enough of correct dressings in the home.","-2","Trust A","Trust A - Q1",211
"xn","Couldn't be improved","Nothing was good/bad","very happy with the service","3","Trust A","Trust A - Q1",212
"mi","Communication","Amount/clarity of information","Not knowing the time of your visit.","-2","Trust A","Trust A - Q1",213
"tc","Transition/coordination","Consistency/Continuity of care","to send the same nurse on every visit if possible.","-2","Trust A","Trust A - Q1",214
"xn","Couldn't be improved","Nothing was good/bad","Happy with the service","3","Trust A","Trust A - Q1",215
"xn","Couldn't be improved","Nothing was good/bad","Happy with service","3","Trust A","Trust A - Q1",216
"eq","Environment/ facilities","Facilities/equipment","Nothing is it comparable to a **** star hotel but other patients TV volume is sometimes distractive - could ear phones be provided?","-1","Trust A","Trust A - Q1",217
"cr","Care received","Rules/approach to care","Bit less impersonal","-2","Trust A","Trust A - Q1",218
"cr","Care received","Rules/approach to care","Study mental health better by the person not the book","-3","Trust A","Trust A - Q1",219
"tc","Transition/coordination","Consistency/Continuity of care","...I have not liked the changes <which Dr I see>","-3","Trust A","Trust A - Q1",220
"al","Access","Location","Put a map showing location of service. Cotgrave Hub is hard to find as postcode does not match google maps.
Waiting time was too long (about 2 months) especially when very worrying issues (i.e. heart).","-2","Trust A","Trust A - Q1",221
"xn","Couldn't be improved","Nothing was good/bad","Nothing, everything was spot on.","3","Trust A","Trust A - Q1",222
"xn","Couldn't be improved","Nothing was good/bad","Nothing. They do an amazing job.","3","Trust A","Trust A - Q1",223
"cc","Care received","Care received","All my contact with the Hope Centre has left me feeling desperate and frustrated. I was referred 18 months ago and, apart from my initial assessment, have yet to have any treatment. Communication is often contradictory, phone calls are not returned, staff do not introduce themselves and I am made to feel like a problem, when I try to clarify what is happening. Promises of treatment are made regularly but never fulfilled. During this telephone call I was told that the doctor was going to chase up my treatment, but that she thought it best to discharge me 'in the hope' that the Stabilisation clinic would pick me up. She warned me that I may get lost in the system though. As my symptoms and mental health has worsened in the last three months to the point where I was considering self harm I asked if I should increase my medication (Fluoxetine) but the doctor suggested this was only a 'last resort' and that I should use Diazepam instead. She said if I couldn't get enough from my GP I could come to the Hope Centre for more. The phone call ended with the doctor assuring me that I wouldn't need to do anything, she would put into action the points raised. However, when I received the follow up letter a few days later it says that I am to call the Hope Centre in one month if I haven't had any further contact. Not only is that contradictory, but it puts pressure on me - the one suffering with PTSD, issues with trust, disorientation and disassociation - to make sure I don't fall out of the system.","-4","Trust A","Trust A - Q1",224
"aa","Access","General","I have called the health visitor advice line on two occasions on separate weeks and the phone has ring for a long time before being picked up and out back down. I know I am calling the right number as I've called it before and got help. On both occasions this has made me upset and feel at a loss about what to do. I thought I'd give this feedback as it had been 2 occasions in completely different weeks so it's not just a one off.","-4","Trust A","Trust A - Q1",225
"mm","Communication","Communication","The video calling because it don't seem to work that well. Struggle to connect or make a video. May think of change it to zoom works loads better.","-3","Trust A","Trust A - Q1",226
"xn","Couldn't be improved","Nothing was good/bad","Nothing.","3","Trust A","Trust A - Q1",227
"xe","Miscellaneous","Everything was good/bad","Everything.","-4","Trust A","Trust A - Q1",228
"xn","Couldn't be improved","Nothing was good/bad","Nothing. I couldn't have done better myself!","3","Trust A","Trust A - Q1",229
"mm","Communication","Communication","Getting in touch after the assessment. Instead I had a snotty letter telling me that they had tried to contact me and now I was being passed back to my GP if I didn't contact them within 7 days. I'd not received any phone call, text or email.  I then had a text telling me to fill out this form but with no link. I found it on the website.","-3","Trust A","Trust A - Q1",230
"ml","Communication","Listening","Actually listen to the patient. Record information accurately. Get the patient's name right on letters. Learn how to spell medical conditions correctly in letters. Not mock the patient who is clearly struggling with severe mental health issues. Learn the difference between suffering from chronic fatigue and having chronic fatigue syndrome as they are NOT the same.","-4","Trust A","Trust A - Q1",231
"mi","Communication","Amount/clarity of information","I wasn't given a contact number. I did email the referral centre and they helped.","-2","Trust A","Trust A - Q1",232
"ap","Access","Provision of services","I understand that you need to rule out anything serious, but I feel that out of hours would have been appropriate as they could potentially spot if something is serious and refer to A&E if applicable. Rather than waiting in A&E only to be referred to out of hours.    But I am very grateful for the service, I just hate to out extra stress on the A&E department.","-2","Trust A","Trust A - Q1",233
"ml","Communication","Listening","The consultant on the ward would talk over me while I was having meetings with her. She never appeared to listen to what I was saying. The veg on the ward was very over cooked.","-3","Trust A","Trust A - Q1",234
"ee","Environment/ facilities","Environment/ facilities","The ward is noisy at night time.","-2","Trust A","Trust A - Q1",235
"xn","Couldn't be improved","Nothing was good/bad","Absolutely nothing.","3","Trust A","Trust A - Q1",236
"ef","Environment/ facilities","Food","Would like to see better meal options, especially for persons with chewing issues.","-2","Trust A","Trust A - Q1",237
"ap","Access","Provision of services","Longer session and face to face if possible.","-2","Trust A","Trust A - Q1",238
"ef","Environment/ facilities","Food","Food was not good, lack of choice and poor quality. Meals did not cater to a wide variety of diets. As an autistic person, there are certain foods I don't eat due to sensory issues and the lack of choice made it difficult to get a healthy balanced diet with enough calories.","-3","Trust A","Trust A - Q1",239
"ti","Transition/coordination","Coordination/Integration Of Care","The support given came to me some 5 months after my Stroke as my recovery I believe has been delayed due to this delay. However, no fault is directed at the Stroke Team, as my records were not passed on by the Hospital on my discharge.","-3","Trust A","Trust A - Q1",240
